-14.847,-3.4843,-14.501
-14.666,-4.1811,-12.828
-15.034,-2.5544,-12.702
-14.859,-3.4323,-11.19
-14.99,-2.8035,-9.5273
-14.845,-3.4915,-6.3045
-14.81,-3.637,-7.7261
-14.724,-3.8451,-5.3772
-14.963,-2.949,-4.7697
-14.845,-3.4927,-3.0961
-14.841,-3.5084,-1.3274
-14.664,-4.1306,0.14375
-15.163,-1.6301,-13.061
-14.979,-2.8619,-13.652
-15.237,-0.62805,-14.5
-14.574,-2.523,-14.5
-15.237,-0.64734,-13.23
-15.25,0.067277,-11.861
-14.706,-1.7024,-12.175
-15.037,-2.5401,-11.702
-15.25,-0.012619,-10.78
-15.227,-0.85229,-12.252
-15.244,-0.42073,-8.3331
-15.009,-2.7043,-10.522
-15.153,-1.7218,-10.7
-15.074,-2.3129,-8.578
-15.226,-0.87131,-9.2251
-15.18,-1.4567,-7.9585
-15.246,-0.35638,-5.6609
-15.241,-0.54248,-7.341
-15.014,-2.6718,-7.5634
-15.14,-1.8281,-6.2268
-15.011,-2.688,-5.7334
-15.123,-1.9623,-4.7601
-14.893,-1.2649,-5.4385
-15.191,-1.3419,-3.9726
-15.236,-0.66973,-4.7116
-15.243,-0.46273,-3.499
-15.101,-2.1268,-2.9585
-15.233,-0.73028,-1.2011
-15.049,-2.4735,-3.8945
-15.175,-1.511,-1.8415
-15.117,-2.0142,-0.91598
-15.144,-1.7946,0.48509
-15.201,-1.2119,-0.32548
-14.91,-3.2046,0.43014
-14.617,-4.3473,-0.83131
-15.25,0.14517,-13.839
-15.121,1.9841,-14.501
-14.502,0.12979,-14.501
-15.191,0.98085,-14.5
-15.086,2.2349,-13.429
-15.204,1.1835,-12.274
-15.223,0.90359,-11.314
-14.9,3.2481,-12.989
-15.147,1.77,-10.821
-15.221,0.94868,-13.245
-14.977,2.3049,-12.438
-15.17,1.5657,-8.4369
-15.25,0.031439,-9.7158
-15.223,0.92284,-10.168
-15.132,1.8935,-9.829
-15.163,1.6236,-6.409
-15.247,0.30335,-6.8076
-14.92,3.1572,-8.5076
-15.173,1.5284,-7.4043
-15.169,1.5741,-4.9755
-15.24,0.56905,-8.4727
-14.874,0.25289,-4.9613
-14.923,1.3233,-4.04
-15.027,2.5996,-4.9803
-15.092,2.1907,-3.5722
-15.246,0.37725,-4.0415
-15.143,1.8028,-1.3522
-15.226,0.8652,-0.98973
-14.971,2.8285,-1.7335
-15.224,0.89804,-3.1867
-15.25,0.14433,-2.4479
-15.113,2.0413,-0.36783
-14.614,4.3575,0.092618
-15.249,0.20561,0.45531
-14.987,2.8188,0.2481
-14.951,2.9742,-14.5
-14.67,4.1662,-12.033
-14.912,3.1971,-11.991
-15.013,2.6814,-10.433
-14.789,3.7235,-9.7925
-14.971,2.902,-5.9607
-14.833,3.5419,-6.7166
-14.916,3.1738,-3.6223
-14.792,3.7099,-2.7877
-14.961,2.9557,-0.74194
-14.736,3.9279,-0.80167
-10.227,-7.7845,-14.5
-12.492,-7.5758,-14.5
-10.854,-10.713,-13.632
-11.607,-8.7935,-14.5
-10.701,-8.346,-13.823
-11.693,-9.7897,-14.5
-10.738,-10.087,-14.5
-12.616,-8.5679,-14.5
-10.636,-9.0907,-14.5
-11.54,-9.9704,-13.524
-13.381,-7.3162,-14.124
-11.47,-7.6421,-14.5
-11.94,-8.1699,-13.793
-10.419,-7.8455,-12.56
-10.792,-10.775,-11.937
-12.214,-9.1326,-13.78
-12.367,-8.5581,-12.977
-11.305,-9.009,-13.383
-11.264,-7.9869,-13.079
-11.92,-8.0492,-12.241
-10.736,-10.831,-10.941
-12.991,-7.9878,-12.443
-10.907,-9.9494,-11.385
-11.768,-9.7003,-11.827
-11.054,-7.8382,-11.788
-12.93,-8.0866,-13.673
-12.84,-8.2283,-11.485
-11.324,-10.216,-12.579
-11.967,-9.4529,-12.779
-12.372,-8.9169,-12.038
-11.362,-8.8785,-12.226
-11.736,-9.739,-9.2327
-10.758,-9.4373,-10.216
-12.328,-8.9774,-8.9706
-12.97,-8.0224,-10.515
-11.402,-8.7882,-9.6802
-11.22,-8.0111,-10.522
-11.868,-8.2102,-11.257
-12.102,-8.4798,-10.323
-13.441,-7.2066,-8.9706
-11.751,-7.6866,-9.7401
-11.963,-9.4588,-10.165
-12.215,-9.1297,-11.075
-11.361,-10.173,-10.523
-11.218,-9.0632,-11.042
-11.904,-9.533,-8.2558
-11.733,-7.7833,-7.9981
-12.411,-8.6002,-8.0485
-11.634,-9.8603,-6.3256
-11.127,-9.0956,-8.7696
-12.776,-8.327,-9.5834
-11.121,-10.434,-7.2008
-10.732,-8.2187,-9.2056
-11.648,-9.8435,-5.3262
-10.795,-8.6479,-7.1253
-12.56,-8.6499,-7.0612
-10.566,-10.996,-8.3537
-11.263,-10.282,-8.4226
-12.232,-7.7085,-7.1349
-12.967,-8.0264,-8.6493
-11.854,-9.5734,-7.258
-12.852,-8.2097,-5.4746
-11.682,-8.2182,-8.8964
-11.06,-10.501,-3.6172
-11.896,-8.227,-4.7436
-10.962,-10.601,-5.4176
-12.348,-8.9498,-3.8975
-11.049,-8.2777,-5.2733
-12.39,-8.8914,-6.1062
-11.663,-8.4027,-6.6942
-11.902,-8.0902,-5.7611
-12.859,-8.1984,-4.4748
-11.416,-8.9686,-5.8959
-10.624,-8.421,-6.1668
-12.257,-9.0744,-5.1323
-11.806,-9.653,-4.3577
-13.128,-7.7605,-3.0856
-13.193,-7.6499,-2.094
-11.108,-9.1229,-2.3677
-12.129,-9.2447,-1.6359
-11.315,-10.225,-1.7212
-11.488,-9.6216,-3.4104
-12.594,-8.6003,-2.9936
-12.147,-7.9743,-3.8096
-11.362,-8.8189,-3.9926
-11.166,-8.1305,-2.2614
-12.151,-7.6895,-2.8514
-12.126,-8.3692,-2.1186
-10.891,-9.3698,-1.4234
-10.852,-10.714,-0.6735
-11.05,-10.148,-2.6821
-12.046,-9.3519,-2.6261
-12.674,-7.1253,-3.7714
-11.594,-8.569,-3.0529
-12.734,-8.391,-1.3249
-12.299,-9.017,-0.67773
-12.061,-7.9591,-0.72419
-10.607,-8.1165,-1.1203
-12.838,-8.2315,-0.15587
-12.036,-8.6951,0.23101
-11.698,-9.782,-0.91113
-11.388,-10.143,-0.031718
-12.389,-7.4646,-1.5291
-11.485,-8.5843,-1.2498
-12.368,-7.3669,0.020908
-13.574,-6.9508,-0.30979
-11.159,-8.2183,0.28652
-11.84,-3.7222,-14.5
-11.726,-5.6655,-14.501
-12.905,-6.5222,-14.501
-10.76,-6.9384,-14.5
-12.822,-3.9112,-14.5
-10.896,-5.801,-13.961
-9.7781,-5.2934,-14.5
-10.676,-4.8546,-14.501
-11.926,-6.7517,-14.5
-10.179,-4.2187,-13.911
-13.882,-6.3141,-14.501
-13.097,-4.6032,-13.833
-11.529,-4.5672,-14.066
-13.759,-4.2618,-14.5
-12.366,-4.897,-14.5
-13.46,-5.6058,-13.56
-13.268,-5.327,-14.501
-10.002,-5.5832,-13.57
-10.77,-4.9189,-13.508
-12.518,-6.9702,-13.697
-12.233,-4.9503,-13.468
-11.769,-6.3133,-13.616
-13.385,-3.6531,-13.716
