-14.847,-3.4843,-14.501
-14.666,-4.1811,-12.828
-15.034,-2.5544,-12.702
-14.859,-3.4323,-11.19
-14.99,-2.8035,-9.5273
-14.81,-3.637,-7.7261
-15.163,-1.6301,-13.061
-14.979,-2.8619,-13.652
-15.237,-0.62805,-14.5
-14.574,-2.523,-14.5
-15.237,-0.64734,-13.23
-15.25,0.067277,-11.861
-14.706,-1.7024,-12.175
-15.037,-2.5401,-11.702
-15.25,-0.012619,-10.78
-15.227,-0.85229,-12.252
-15.244,-0.42073,-8.3331
-15.009,-2.7043,-10.522
-15.153,-1.7218,-10.7
-15.074,-2.3129,-8.578
-15.226,-0.87131,-9.2251
-15.18,-1.4567,-7.9585
-15.014,-2.6718,-7.5634
-15.25,0.14517,-13.839
-15.121,1.9841,-14.501
-14.502,0.12979,-14.501
-15.191,0.98085,-14.5
-15.086,2.2349,-13.429
-15.204,1.1835,-12.274
-15.223,0.90359,-11.314
-14.9,3.2481,-12.989
-15.147,1.77,-10.821
-15.221,0.94868,-13.245
-14.977,2.3049,-12.438
-15.17,1.5657,-8.4369
-15.25,0.031439,-9.7158
-15.223,0.92284,-10.168
-15.132,1.8935,-9.829
-14.92,3.1572,-8.5076
-15.24,0.56905,-8.4727
-14.951,2.9742,-14.5
-14.67,4.1662,-12.033
-14.912,3.1971,-11.991
-15.013,2.6814,-10.433
-14.789,3.7235,-9.7925
-10.227,-7.7845,-14.5
-12.492,-7.5758,-14.5
-10.854,-10.713,-13.632
-11.607,-8.7935,-14.5
-10.701,-8.346,-13.823
-11.693,-9.7897,-14.5
-10.738,-10.087,-14.5
-12.616,-8.5679,-14.5
-10.636,-9.0907,-14.5
-11.54,-9.9704,-13.524
-13.381,-7.3162,-14.124
-11.47,-7.6421,-14.5
-11.94,-8.1699,-13.793
-10.419,-7.8455,-12.56
-10.792,-10.775,-11.937
-12.214,-9.1326,-13.78
-12.367,-8.5581,-12.977
-11.305,-9.009,-13.383
-11.264,-7.9869,-13.079
-11.92,-8.0492,-12.241
-10.736,-10.831,-10.941
-12.991,-7.9878,-12.443
-10.907,-9.9494,-11.385
-11.768,-9.7003,-11.827
-11.054,-7.8382,-11.788
-12.93,-8.0866,-13.673
-12.84,-8.2283,-11.485
-11.324,-10.216,-12.579
-11.967,-9.4529,-12.779
-12.372,-8.9169,-12.038
-11.362,-8.8785,-12.226
-11.736,-9.739,-9.2327
-10.758,-9.4373,-10.216
-12.328,-8.9774,-8.9706
-12.97,-8.0224,-10.515
-11.402,-8.7882,-9.6802
-11.22,-8.0111,-10.522
-11.868,-8.2102,-11.257
-12.102,-8.4798,-10.323
-13.441,-7.2066,-8.9706
-11.751,-7.6866,-9.7401
-11.963,-9.4588,-10.165
-12.215,-9.1297,-11.075
-11.361,-10.173,-10.523
-11.218,-9.0632,-11.042
-11.904,-9.533,-8.2558
-11.733,-7.7833,-7.9981
-12.411,-8.6002,-8.0485
-11.127,-9.0956,-8.7696
-12.776,-8.327,-9.5834
-10.732,-8.2187,-9.2056
-10.566,-10.996,-8.3537
-11.263,-10.282,-8.4226
-12.967,-8.0264,-8.6493
-11.682,-8.2182,-8.8964
-11.84,-3.7222,-14.5
-11.726,-5.6655,-14.501
-12.905,-6.5222,-14.501
-10.76,-6.9384,-14.5
-12.822,-3.9112,-14.5
-10.896,-5.801,-13.961
-9.7781,-5.2934,-14.5
-10.676,-4.8546,-14.501
-11.926,-6.7517,-14.5
-10.179,-4.2187,-13.911
-13.882,-6.3141,-14.501
-13.097,-4.6032,-13.833
-11.529,-4.5672,-14.066
-13.759,-4.2618,-14.5
-12.366,-4.897,-14.5
-13.46,-5.6058,-13.56
-13.268,-5.327,-14.501
-10.002,-5.5832,-13.57
-10.77,-4.9189,-13.508
-12.518,-6.9702,-13.697
-12.233,-4.9503,-13.468
-11.769,-6.3133,-13.616
-13.385,-3.6531,-13.716
-14.544,-4.5892,-13.974
-12.553,-5.767,-13.948
-14.266,-5.3915,-14.5
-11.242,-7.1624,-13.653
-11.505,-3.7818,-13.448
-10.293,-3.3575,-13.415
-10.073,-6.233,-14.329
-10.002,-3.4246,-14.5
-12.899,-5.359,-11.117
-12.096,-4.7855,-11.987
-13.422,-3.2222,-12.034
-13.426,-3.5676,-11.097
-12.047,-3.5361,-12.645
-13.556,-6.9854,-11.923
-10.677,-3.7281,-12.013
-10.92,-4.6365,-11.673
-12.676,-3.971,-12.001
-13.248,-4.7764,-11.851
-12.371,-5.4917,-12.639
-13.027,-6.0548,-12.129
-14.615,-4.3544,-11.489
-10.817,-6.2931,-12.077
-12.601,-6.9548,-12.218
-13.886,-6.3044,-12.577
-14.494,-4.744,-10.576
-11.395,-5.5065,-11.861
-12.128,-6.1692,-11.708
-11.587,-4.5515,-12.815
-11.665,-7.0478,-11.823
-13.417,-7.2492,-10.965
-10.936,-3.8506,-11.056
-12.427,-3.6039,-11.106
-10.509,-4.1798,-12.889
-12.705,-4.1959,-13.008
-13.732,-4.4382,-13.079
-11.485,-5.5038,-13.102
-12.848,-6.2439,-13.094
-14.327,-5.2274,-13.236
-10.777,-6.2457,-13.074
-11.995,-7.3225,-12.922
-13.77,-6.5557,-13.537
-13.924,-4.0771,-12.166
-14.42,-4.9638,-12.257
-10.759,-5.1237,-12.531
-11.763,-6.3688,-12.617
-13.567,-5.3569,-12.599
-11.07,-7.0895,-12.625
-13.266,-7.3169,-13.131
-14.439,-4.8063,-9.5795
-12.473,-7.3181,-11.295
-13.649,-4.0839,-9.7443
-11.658,-5.7654,-9.382
-11.038,-4.8951,-10.715
-11.814,-4.4013,-11.108
-13.989,-5.7232,-11.769
-11.417,-6.7445,-9.7706
-12.105,-4.0832,-9.8826
-13.411,-4.9995,-10.068
-11.203,-4.8809,-9.483
-13.389,-7.2996,-9.9666
-14.641,-3.7359,-9.6161
-11.993,-5.0921,-10.059
-12.651,-4.5503,-10.582
-14.162,-5.6573,-10.026
-11.291,-5.7742,-10.312
-12.152,-6.3181,-10.712
-12.914,-3.4391,-10.248
-13.022,-5.8953,-10.282
-11.032,-4.1103,-10.096
-11.906,-5.3937,-11.009
-11.277,-6.2502,-11.19
-11.582,-7.1315,-10.83
-12.427,-7.2107,-10.302
-13.828,-6.4299,-10.566
-13.884,-6.3079,-8.6569
-12.353,-6.3933,-9.7316
-13.039,-6.3476,-11.174
-13.728,-5.4518,-9.1493
-11.939,-4.9906,-8.8149
-11.037,-6.2972,-8.8064
-12.696,-4.7426,-9.4186
-14.644,-4.2559,-8.7624
-11.888,-6.9135,-8.4658
-11.851,-4.3816,-8.0271
-12.76,-5.6998,-9.1377
-12.748,-4.5149,-8.4468
-13.732,-4.6252,-8.5869
-12.026,-5.9234,-8.4663
-13.265,-5.6206,-8.2786
-14.249,-5.433,-8.2964
-12.809,-6.5332,-8.5879
-12.471,-7.2385,-9.2107
-13.561,-6.9761,-7.9872
-11.268,-6.0741,-7.8325
-11.653,-4.049,-8.9919
-12.861,-3.6812,-9.2791
-13.85,-3.6489,-8.7677
-13.567,-6.3858,-9.6016
-12.458,-6.3474,-7.6708
-13.964,-6.13,-7.639
-14.54,-4.5984,-7.8291
